Bavarian dialect,German,Meaning,Factual similarity,Grammar differs?,Reasons?
"MediathekView is a Programm, des de Online-Mediathekn vaschiedener öffentlich-rechtlicher Senda durchsuacht und de vorhandenen Sendunga aflistn konn.","MediathekView ist ein Programm, das die Online-Mediatheken verschiedener öffentlich-rechtlicher TV-Sender durchsuchen und die vorhandenen Sendungen auflisten kann.",5.0,,False,
"Im März 1860 homs an ganzn Bsitz ""gantmäßig"" vosteigat.",Im März 1860 wurde der gesamte Besitz gantmäßig versteigert.,5.0,,True,
Es hod aa da 1810 grinddn Ruralgmoa Lichtenau oghead.,Im Rahmen des Gemeindeedikts wurde Boxbrunn dem 1808 gebildeten Steuerdistrikt Lichtenau und der 1810 gegründeten Ruralgemeinde Lichtenau zugeordnet.,3.0,The dialect sentence misses details,True,
"De Einöde liegt am Zandtbach, oam rechtn Zuafluss vo da Fränkischn Rezat.","Die Einöde liegt am Zandtbach, einem rechten Zufluss der Fränkischen Rezat.",5.0,,False,
Bei Fraun hoaßt de entsprechnde Stuaf Dame Grand Cross.,Bei Frauen heißt die entsprechende Stufe Dame Grand Cross.,5.0,,False,
Oba easchd in de 1960 Joar hod da Bikini sein Duachbruch dalebt.,1963 erlosch die Bikini-Euphorie erneut.,2.0,,False,
"Da Landkroas Dinkelsbühl (bis zum 1. Jenna 1939: ""Bezirksamt Dinkelsbühl"") hod zum bayerischn Regiarungsbeziak Middlfrankn gheat.",Der Landkreis Dinkelsbühl gehörte zum bayerischen Regierungsbezirk Mittelfranken.,4.0,The dialect sentence adds details,True,
Im Joar 1927 is de Stod Spoltore neie Gmoa vo da Provinz Pescara worn.,Im Jahr 1927 wurde die Stadt Spoltore neue Gemeinde der Provinz Pescara.,5.0,,True,
"Bundesministerium fia Wohna, Stodentwicklung und Bauwesen (BMWSB): Klara Geywitz (SPD).",Sie besteht gemäß des Grundgesetzes für die Bundesrepublik Deutschland (GG) aus dem Bundeskanzler und den Bundesministern.,,,False,
In diesm Woid gedeihn am bestn Buche und Eiche.,In diesem Wald gedeihen am besten Buche und Eiche.,5.0,,False,
Da Sitz vo da Vawoitung is Arcadia.,Der Verwaltungssitz (Parish Seat) ist Arcadia.,4.0,The dialect sentence misses details,False,
"Om 16. Feba 1991 is's: Bistum Civita Castellana, Orte, Gallese, Nepi und Sutri in ""Bistum Civita Castellana"" umbnennd worn.","Am 16. Februar 1991 wurde das Bistum Civita Castellana, Orte, Gallese, Nepi und Sutri in ""Bistum Civita Castellana"" umbenannt.",5.0,,True,
1978 san de Vawoitunga vo da Gmoa Tüßling und vo da Gmoa Teising zua Vawoitungsgmoaschoft Tüßling zammglegt.,1978 wurden die Verwaltungen der Gemeinde Tüßling und der Gemeinde Teising zur Verwaltungsgemeinschaft Tüßling zusammengelegt.,5.0,,True,
Bschreibung: In Goid a rouda Schuidhaptpfoih mid om Tolosanakreiz im Schuidhapt.,Beschreibung: In Gold ein roter Schildhauptpfahl mit einem Tolosanerkreuz im Schildhaupt.,,,False,both are incomplete
"De Nochboagmoana san Boccioleto, Campertogno, Caprile, Crevacuore, Guardabosone, Pettinengo, Pila, Piode, Scopa, Trivero und Valle San Nicolao.","Die Nachbargemeinden sind Boccioleto, Campertogno, Caprile, Crevacuore, Guardabosone, Pettinengo, Pila, Piode, Scopa, Trivero und Valle San Nicolao.",5.0,,False,
"1978 san weidare Orte eihgmoad worn, doza zehjn: Hodoscsépány, Susa, Szentsimon und Uraj.","1978 wurden weitere Orte eingemeindet; dazu zählen Hodoscsépány, Susa, Szentsimon und Uraj.",5.0,,True,
Auf 12 Fraun san 10 Monna kema.,Auf 12 Frauen kamen 10 Männer.,5.0,,False,
"Bis zan Joar 2015 soin doduach wieda 18,5 % vo da Gsomtfläch bewoidd sei.","Bis zum Jahr 2015 sollten dadurch wieder 18,5 % der Gesamtfläche bewaldet sein.",5.0,,False,
Clark County is a Beziak im Bundesstoot Arkansas in da USA.,Das Clark County ist ein County im US-Bundesstaat Arkansas.,5.0,,False,synonym used
"De Nochboarajone in da Hrodsenskaja Woblasz san: im Ostn Rajon Schtschutschyn, im Sidn Masty und Rajon Berastawiza.","Die Nachbarrajone in der Hrodsenskaja Woblasz sind im Osten Schtschutschyn, im Süden Masty und Berastawiza.",5.0,,False,
Zwischn 1330 und 1745 hom de Monforte-Gambatesa iwa de Stod gheascht.,Zwischen 1330 und 1745 herrschten die Monforte-Gambatesa über die Stadt.,5.0,,True,
Ois Zentroiafrika (dt.: Zentralafrika) wead a unkloar definiade Großregion af'm afrikanischn Kontinent bezeichnd.,Als Zentralafrika wird eine unklar definierte Großregion auf dem afrikanischen Kontinent bezeichnet.,4.0,The dialect sentence adds details,False,
In Tiroi gibts a große Variantn vom Vinschga.,"Sie sind auch in Tirol und Vorarlberg verbreitet, wo es zudem wesentlich größere Varianten gibt.",3.0,Different details,False,
De Deitsche Fuaßboinationoimonnschoft hod zua Fuaßboi-Wejtmoastaschoft ihr Trainingsquartia in Cernobbio bezong.,Die deutsche Fußballnationalmannschaft bezog zur Fußball-Weltmeisterschaft 1934 ihr Trainingsquartier in Cernobbio.,4.0,The dialect sentence misses details,True,
"Ea is ausm phenizischn Aleph entstaundn und so mitm lateinischn A, im griachischn Alpha und im hebräischen Aleph vawaundt.","Zusammen mit dem hebräischen Aleph, dem griechischen Alpha und dem lateinischen A stammt es vom phönizischen Aleph ab.",4.0,,False,different phrasing
Da Hühnerbach entspringd bei da Gmoa Rettenbach om Auerberg im schwäbischn Landkroas Ostallgai.,Der Hühnerbach entspringt bei der Gemeinde Rettenbach am Auerberg im schwäbischen Landkreis Ostallgäu.,5.0,,False,
Seitdem ghean sowoi Schimborn ois aa Königshofen zum Moakt Mömbris.,Die Gemeinde Schimborn wurde am 1. Mai 1978 aufgelöst. Seitdem gehören sowohl Schimborn als auch Königshofen zum Markt Mömbris.,3.0,The dialect sentence misses details,False,
"Noch oam Lauf vo uma 4,0 Kilometa fliaßta bei da Hasenmui midm Linksseitign Gänsbach zamm.","Nach einem Lauf von rund 4,0 Kilometern fließt er bei der Hasenmühle mit dem Linksseitigen Gänsbach zusammen.",5.0,,False,
Se is Tei vo da Region Midtjylland.,Sie ist Teil der Region Midtjylland.,5.0,,False,
1833 is da Hittngrinda gstoam und sei Bruada Ferdinand hods ibanumma.,"1833 starb der Hüttengründer, worauf sein Bruder Ferdinand die Leitung des Betriebes übernahm.",4.0,The dialect sentence misses details,True,
Es gibt nua de Gemarkung Glattbach.,Es gibt nur die Gemarkung Glattbach.,5.0,,False,
Da Ort liegd in da Planungsregion Wiazburg.,Zimmern ist ein Ortsteil der Stadt Marktheidenfeld im unterfränkischen Landkreis Main-Spessart im deutschen Bundesland Bayern.,2.0,,False,
"Oberreinbach is a Doaf, des a Ortstei zum sidwestli glengna Neukirchen bei Sulzbach-Rosenberg in da Obapfoiz is.",Oberreinbach ist ein Dorf und ein Gemeindeteil des südwestlich gelegenen Neukirchen bei Sulzbach-Rosenberg in der Oberpfalz.,5.0,,False,different words
"De Gmoa liegd im Hochtoi van ""Polcevera"" (Val Polcevera), wos zan Eihzugsgebiet vo da ligurischn Haptstod Genua ghead.","Die Gemeinde liegt im Hochtal des ""Polcevera"" (Val Polcevera), das zum Einzugsgebiet der ligurischen Hauptstadt Genua gehört.",5.0,,False,
Westli lafft da Egelseeboch am Doaf voabei.,Westlich läuft der Egelseebach an dem Dorf vorbei.,5.0,,False,
"De Nochboagmoana san: Angolo Terme (BS), Borno (BS), Colere, Schilpario und Vilminore di Scalve.","Die Nachbargemeinden sind Angolo Terme (BS), Borno (BS), Colere, Schilpario und Vilminore di Scalve.",5.0,,False,
Da Begriff findt voa oim im Tourismus Vawendung.,Der Begriff findet vor allem im Tourismus Verwendung.,5.0,,False,
De Gmoa liegt uma 9 km noadestli vo Brissl am Autobohring R 0 (Ring um Brissl).,Die Gemeinde liegt etwa 9 km nordöstlich von Brüssel am Autobahnring R0 (Ring um Brüssel).,5.0,,False,
"Späta san de Grundweata ""-feld"" und zeidweis ""-hoven"" hinzuagfigt worn.","Später wurden die Grundwörter ""-feld"" und zeitweise ""-hoven"" hinzugefügt.",5.0,,True,
Da Strietboch (amtli: Strietbach) is a rechta Zuafluss vom Schmerlenboch im Landkroas Aschaffenburg im bayerischn Spessart.,Der Strietbach ist ein rechter Zufluss des Schmerlenbaches im Landkreis Aschaffenburg im bayerischen Spessart.,4.0,The dialect sentence adds details,False,
Da Ort is ländli prägt.,Der Ort ist ländlich geprägt.,5.0,,False,
"Es gibt foignde Gemarkunga: Burggrub, Fronlohe, Kirchenthumbach, Metzenhof, Neuzirkendorf, Sassenreuth, Thurndorf, Treinreuth, Heinersreuth.","Es gibt die Gemarkungen Fronlohe, Heinersreuth (nur Gemarkungsteil 1), Kirchenthumbach, Metzenhof, Neuzirkendorf, Sassenreuth, Thurndorf und Treinreuth.",4.0,Different details,False,
Da 1049 km longe Tennessee is da längsde Nemfluss van Ohio.,Der 1049 km lange Tennessee ist der längste Nebenfluss des Ohio.,5.0,,False,
Aussadem fiahd vo Mpaka a Streckn Richtung Ostn noch Mosambik (schau aa: Schienavakeah in Swasiland).,Außerdem führt von Mpaka eine Strecke Richtung Osten nach Goba und Maputo in Mosambik (siehe auch: Schienenverkehr in Eswatini).,4.0,The dialect sentence misses details,False,"Swasiland: 
former name of Eswatini"
Bruckmühl befindt se umarah oan Kilometa östli vo Dieterskirchen am Ufa vo da Ascha.,Bruckmühl befindet sich ungefähr einen Kilometer östlich von Dieterskirchen am Ufer der Ascha.,5.0,,False,
"A ""state university system"" hod a oagne Rechtspersenlichkeit mid zentroia Vawoitung.","Ein ""state university system"" hat eine eigene Rechtspersönlichkeit mit zentraler Verwaltung.",5.0,,False,
Se hod a Läng vo 172 km und a Eihzugsgebiet vo 2292 km².,Sie hat eine Länge von 172 km und ein Einzugsgebiet von 2292 km².,5.0,,False,
Zwischn Ettenstatt und Reuth unter Neuhaus speista oan Weiha und untaqueat donn de Stootsstroß 2389.,Zwischen Ettenstatt und Reuth unter Neuhaus speist er einen Weiher und unterquert dann die Staatsstraße 2389.,5.0,,False,
Afm ehemoling Militärflugploz vo Vibo Valentia untahoidn de Carabinieri a Hubschraubastaffl und a luftbewegliche Sondaeihheit.,Auf dem ehemaligen Militärflugplatz von Vibo Valentia unterhalten die Carabinieri eine Hubschrauberstaffel und eine luftbewegliche Sondereinheit.,5.0,,False,
Am 16. Septemba 1877 isa Eisnbohstregg fo Deggndoaf aaf Zwiesl kema gwen.,"Am 16. September 1877 wurde die Eisenbahnlinie von Plattling nach Bayerisch Eisenstein eröffnet, an welcher auch der Bahnhof Regen liegt.",,,False,
Aichenzell is a Ortstei vo da Stod Feuchtwangen im Landkroas Ansbach in Middlfrankn.,"Aichenzell (umgangssprachlich ""Achezell"") ist ein Gemeindeteil der Stadt Feuchtwangen im Landkreis Ansbach (Mittelfranken, Bayern).",4.0,The dialect sentence misses details,False,
De Offiziere und Fähnriche (seit 1973) und Berufsunteroffiziere warn bis auf wenge Ausnahma Mitgliada da SED.,Die Offiziere und Fähnriche (seit 1973) und Berufsunteroffiziere waren bis auf wenige Ausnahmen Mitglieder der SED.,5.0,,False,
Sitz vo da Vawoitungsgmoaschoft is des ned sejbst zua Vawoitungsgmoaschoft ghearnde Gunzenhausen.,Sitz der Verwaltungsgemeinschaft ist das nicht selbst zur Verwaltungsgemeinschaft gehörende Gunzenhausen.,5.0,,False,
Lafonia is extrem dinn bsiedld.,Lafonia ist extrem dünn besiedelt.,5.0,,False,
"Es protosinaitische Alphabet (aa ""proto-sinaitisches Alphabet"") is ans vau de ötasdn Alphabete, de wos gibt.","Die protosinaitische Schrift (auch ""proto-kanaanäische Schrift"" oder ""bildhaft-kanaanäische Alphabetschrift"") ist vermutlich ein Vorläufer der phönizischen Konsonantenschrift.",3.0,Different details,False,
"Suffragan (lat.) is jeds za Siez und Stimm (""suffragium"") brechtigde Midglied vo om Kollegium vo Geistliche vo ana Kiachnprovinz.","Ein Suffraganbischof oder kurz Suffragan ist der Bischof einer Diözese (eines Bistums), die einem Metropoliten unterstellt ist.",2.0,,False,
"Des Gebiet liegt sidestli vo da Gmoa Neuhütten midm nomansgemdn Weiler ""Lohrerstraße"".","Das Gebiet liegt südöstlich der Gemeinde Neuhütten mit dem namensgebenden Weiler ""Lohrerstraße"".",5.0,,False,
Es ghead zum District Thanet und grenzt on's greßare Seebod Margate und des Doaf Birchington-on-Sea.,Es gehört zum Thanet District und grenzt an das größere Seebad Margate und das Dorf Birchington-on-Sea.,5.0,,False,
Polyine san genauso wia obm Kuinwossastoffe mit mehran Dreifochbindungan.,"Als Polyene werden Verbindungen mit mindestens zwei C=C-Doppelbindungen, wie zum Beispiel 1,3-Butadien, bezeichnet.",2.0,,False,
"An Neil Young seine Oim san voum Stil hea, gmischd.",Auch manche Bühnendeko hat Tradition bei Neil Young.,,,False,
Glasofen is a Stadttei vo Marktheidenfeld im untafränkischn Landkroas Main-Spessart in Bayern.,Glasofen ist ein Stadtteil von Marktheidenfeld im unterfränkischen Landkreis Main-Spessart in Bayern.,5.0,,False,
Retzstadt liegt im Landkroas Main-Spessart in oam Seitntoi vom Main an da Retz.,Retzstadt ist eine Gemeinde im unterfränkischen Landkreis Main-Spessart.,4.0,Different details,False,
Da Kanton Grevenmacher liegt im Ostn vo Luxnbuag.,Der Kanton Grevenmacher liegt im Osten des Großherzogtums Luxemburg.,4.0,The dialect sentence misses details,False,
Katzenstein gheat zua Pforrei Sankt Martin in Heroldingen.&lt;br&gt;.,Katzenstein gehört zur Pfarrei Sankt Martin in Heroldingen.&lt;br&gt;.,,,False,end part does not belong to a sentence
"Im ""Erschtn Wejdgriag"" homs de AG afglest und 1928 is d Brodugtijon eigstejd worn.",In der Zeit des Ersten Weltkriegs wurde die AG aufgelöst und 1928 die Produktion eingestellt.,5.0,,True,different phrasing
"Da längare östliche Quejost entspringt auf oan Hechn vo uma im Woidgewann ""Am Zwiebrunnen"".","Der längere östliche Quellast entspringt auf einer Höhe von etwa im Waldgewann ""Am Zwiebrunnen"".",5.0,,False,
Diesa hod se am 1. Juli 1972 midm Landkroas Alzenau in Unterfranken zum neien Landkroas Aschaffenburg zammgschlossn.,Dieser schloss sich am 1. Juli 1972 mit dem Landkreis Alzenau in Unterfranken zum neuen Landkreis Aschaffenburg zusammen.,5.0,,True,
"De Nochboagmoana san: Drapia, Joppolo, Spilinga und Tropea.","Die Nachbargemeinden sind Drapia, Joppolo, Spilinga und Tropea.",5.0,,False,
Duach de Bündner Gebietsreform san de Kroas afghom worn.,Durch die Bündner Gebietsreform wurden die Kreise aufgehoben.,5.0,,True,
"Des Wehrstrofgesetz legt de Tatbestände fest, de ois Wehrstroftod geahndet wern.","Das Wehrstrafgesetz legt die Tatbestände fest, die als Wehrstraftat geahndet werden.",5.0,,False,
De Sarah Thonig (* 16. Feba 1992 z Minga) is a boarische Schauspuiarin.,Sarah Agrippine Thonig (* 16. Februar 1992 in München) ist eine deutsche Theater- und Filmschauspielerin.,4.0,The dialect sentence misses details,False,
In da Stod bfindd se a Museum iwa de Wollega-Oroma-Kuitua.,In der Stadt befindet sich ein Museum über die Wollega-Oroma-Kultur.,5.0,,False,
"Sidöstli befindt se des Doaf Wildensee, westli liegt da Weiler Oberwintersbach und im Ostn Hundsrück.","Südöstlich befindet sich das Dorf Wildensee, westlich liegt der Weiler Oberwintersbach und im Osten Hundsrück.",5.0,,False,
Da Näßlichbach duachfliaßt donn an Ort.,Der Näßlichbach durchfließt dann den Ort.,5.0,,False,
As Arrondissement Saint-Nazaire is a Vawoitungseihheit im franzesischn Département Loire-Atlantique innahoib vo da Region Pays de la Loire.,Das Arrondissement Saint-Nazaire ist eine Verwaltungseinheit im französischen Département Loire-Atlantique innerhalb der Region Pays de la Loire.,5.0,,False,
Vo diesm Punkt vo da Hoibinsl is a oanzigoatiga 360°-Rundblick iwa de Bass Strait megli.,Von diesem Punkt der Halbinsel ist ein einzigartiger 360°-Rundblick über die Bass Strait möglich.,5.0,,False,
Se hod a Läng vo 300 m und a Broadn vo 12 m.,Sie hat eine Länge von 300 m und eine Breite von 12 m.,5.0,,False,
Da Sitz vo da Vawoitung is Sheridan.,Der Verwaltungssitz (County Seat) ist Sheridan.,4.0,The dialect sentence misses details,False,
"Nochdem er unta da Stootsstroß 1443 duachgflossn is, eareicht da Bachquellengraben Hörstein.","Nachdem er unter der Staatsstraße 1443 durchgeflossen ist, erreicht der Bachquellengraben Hörstein.",5.0,,False,
Historisch gseng liegd ea im ehemoiing Komitat Neutra (schau aa: Listn vo de historischn Komitate in Ungarn).,Historisch gesehen liegt er im ehemaligen Komitat Neutra (siehe auch Liste der historischen Komitate Ungarns).,5.0,,False,
"Da erstn Brand, der durch an Blitz entstandn is, woa am 17. Mai 1919.","Zum ersten Brand, hervorgerufen durch einen Blitzschlag, kam es am 17. Mai 1919.",5.0,,False,"different phrasing,
synonyms used"
Partenstein woar 1939 oane vo de 26 Gmoana im Landkroas Lohr am Main (spätas Kfz-Kennzeichn LOH).,Partenstein war eine der 26 Gemeinden im Landkreis Lohr am Main.,4.0,The dialect sentence adds details,False,
"D dichtarischn Gruppn vo d Májovza (Jan Neruda), d Ruchova u d Lumírova hom d Poesi vire gstupft.","Diese drei Autoren zählen u. a. zur Dichtergruppierung der Májovci, benannt nach Máchas Gedicht ""Máj"".",,,False,
De Eihgmoanunga san am 1. Mai 1978 mid da Eihgliedarung vo Nittingen obgschlossn worn.,Die Eingemeindungen wurden am 1. Mai 1978 mit der Eingliederung von Nittingen abgeschlossen.,5.0,,True,
"In da Gmoa Albavilla lieng de Frazioni Carcano, Corogna, Vill'Albese, Molena und Saruggia.","Zur Gemeinde Albavilla gehören die Ortsteile (Frazioni) Carcano, Corogna, Vill’Albese, Molena und Saruggia.",5.0,,False,synonyms used
De ollameisdn Orte findn se in Noadschleswig.,"Die allermeisten Orte finden sich in Nordschleswig/Südjütland, das 1864 (1866) bis 1920 der Provinz Schleswig-Holstein in Preußen gehörte.",3.0,The dialect sentence misses details,False,
"De Nochboagmoana san: Arvier, Rhêmes-Saint-Georges, Valsavarenche und Villeneuve.","Die Nachbargemeinden sind Arvier, Rhêmes-Saint-Georges, Valsavarenche und Villeneuve.",5.0,,False,
Zwischn 1991 und 2001 is de Eihwohnazoi vo 13.653 auf 15.870 gstieng.,Zwischen 1991 und 2001 stieg die Einwohnerzahl von 13.653 auf 15.870.,5.0,,True,
Im Zug vo de Vawoitungsreforma in Bayern is midm Gmoaedikt vo 1818 de Gmoa Röllfeld entstondn.,Im Zuge der Verwaltungsreformen in Bayern entstand mit dem Gemeindeedikt von 1818 die Gemeinde Röllfeld.,5.0,,False,
"10 cm longe Nodln wean zum Strickn vo de Finga vo Fingahondschuah bnutzt, 40 cm longe zum Strickn vo Pullovan.","10 cm lange Nadeln werden zum Stricken der Finger von Fingerhandschuhen benutzt, 40 cm lange zum Stricken von Pullovern.",5.0,,False,
"De Nochboagmoana san: Abbadia Lariana, Cremeno, Lecco, Mandello del Lario, Morterone und Pasturo.","Die Nachbargemeinden sind Abbadia Lariana, Cremeno, Lecco, Mandello del Lario, Morterone und Pasturo.",5.0,,False,
As Doaf werd vom U.S. Highway 395 tangiat.,Das Dorf wird vom U.S. Highway 395 tangiert.,5.0,,False,
"Da Internationale Botanischa Kongress dt.: Internationaler Botanischer Kongress, (, kuaz IBC) is a Treffn vo Botanika aus da gonzn Wejd.","Der Internationale Botanische Kongress (, kurz IBC) ist ein Treffen von Botanikern aus der ganzen Welt.",,,False,both are incomplete
"De Kapej is mid Friedhof und Schuihaus auf dem Plotz gstondn, den de jetzige Kiach eihnimmt.","Die Kapelle stand mit Friedhof und Schulhaus auf dem Platz, den die jetzige Kirche einnimmt.",5.0,,False,
